"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:3bsFjpctndGYHiNUh4d3Wy","Final Fantasy VII (Symphony in Three Movements): III. The Planet's Crisis","spotify:artist:3V79CTgRnsDdJSTqKitROv, spotify:artist:5yxyJsFanEAuwSM5kOuZKc, spotify:artist:6TKr9lhopxSd6jE1aOwHx5","Nobuo Uematsu, London Symphony Orchestra, Eckehard Stier","spotify:album:4Cjk7WTdpJjVqEOrkGS1JW","Final Symphony - Music From Final Fantasy VI, VII and X","spotify:artist:3V79CTgRnsDdJSTqKitROv, spotify:artist:63aGIPDyyk7J6s68Yy8vf5, spotify:artist:7lVGt2ePIPA3yk2WqMX9pw, spotify:artist:5yxyJsFanEAuwSM5kOuZKc, spotify:artist:6yNIpkPB7aZ15Hcue3ZyiO","Nobuo Uematsu, Masashi Hamauzu, Jonne Valtonen, London Symphony Orchestra, Katharina Treutler","2015-02-23","https://i.scdn.co/image/ab67616d0000b273c2a81d91289649cee1650ea9","1","9","846496","","false","0","","2016-10-19T03:28:28Z","anime score,chiptune,final fantasy,japanese classical,japanese vgm,orchestral soundtrack,video game music,british orchestra,classical,classical performance,orchestra","0.126","0.331","2","-15.775","0","0.0434","0.812","0.896","0.246","0.117","81.532","4"
"spotify:track:4IJiDAEI0g0ZvSI0VIxsPi","Encore: Final Fantasy Series (Fight, Fight, Fight!)","spotify:artist:3V79CTgRnsDdJSTqKitROv, spotify:artist:5yxyJsFanEAuwSM5kOuZKc, spotify:artist:6TKr9lhopxSd6jE1aOwHx5","Nobuo Uematsu, London Symphony Orchestra, Eckehard Stier","spotify:album:4Cjk7WTdpJjVqEOrkGS1JW","Final Symphony - Music From Final Fantasy VI, VII and X","spotify:artist:3V79CTgRnsDdJSTqKitROv, spotify:artist:63aGIPDyyk7J6s68Yy8vf5, spotify:artist:7lVGt2ePIPA3yk2WqMX9pw, spotify:artist:5yxyJsFanEAuwSM5kOuZKc, spotify:artist:6yNIpkPB7aZ15Hcue3ZyiO","Nobuo Uematsu, Masashi Hamauzu, Jonne Valtonen, London Symphony Orchestra, Katharina Treutler","2015-02-23","https://i.scdn.co/image/ab67616d0000b273c2a81d91289649cee1650ea9","1","11","197651","","false","0","","2016-10-19T03:28:28Z","anime score,chiptune,final fantasy,japanese classical,japanese vgm,orchestral soundtrack,video game music,british orchestra,classical,classical performance,orchestra","0.352","0.518","5","-12.962","1","0.0433","0.556","0.737","0.0704","0.308","76.075","4"
"spotify:track:44Ssjb20kLO6FshLp0gNZE","Chucky vs. The Giant Tortoise","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","1","236253","https://p.scdn.co/mp3-preview/19d18de2230200c1b2ac359099fce838578b597c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.405","0.973","11","-3.213","0","0.103","0.0298","0","0.191","0.484","75.576","4"
"spotify:track:72Y5nO5FCZtq0w7T5JGbys","Young Robot","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","2","219080","https://p.scdn.co/mp3-preview/79d413c9e45e452950ae3859cc1b12c204d681bc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.335","0.897","0","-3.613","1","0.0506","0.0651","0","0.121","0.391","122.066","4"
"spotify:track:2NyujP3B2W1RpTfI5LzvEW","Frozen One","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","3","168053","https://p.scdn.co/mp3-preview/4ab6ec46ecc393719febdd0b88216d5552a5f6d4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.196","0.976","7","-2.566","1","0.124","0.0282","0","0.303","0.6","197.665","4"
"spotify:track:2TqImGvNpLbSsHj3plFndV","Flossie Dickey Bounce","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","4","173800","https://p.scdn.co/mp3-preview/d8481465de41b03f3649bf66e5f2df30fccd99b1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.367","0.926","11","-3.466","0","0.0673","0.111","0","0.139","0.514","121.043","4"
"spotify:track:4NuFrArppAgXPZKCbImtiF","Deception","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","5","231866","https://p.scdn.co/mp3-preview/23664e835d482f9e756f4becc5cd7aed60ad5f64?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.297","0.911","0","-3.29","1","0.112","0.0128","0","0.285","0.173","105.584","3"
"spotify:track:2DdluBZleLq30PlfUAqSD5","Inspire The Liars","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","6","275253","https://p.scdn.co/mp3-preview/96a46dcbc0ecaecb42a7804a0d4aed3ef3fe2764?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.152","0.975","7","-3.072","0","0.26","0.0583","0","0.124","0.365","178.947","3"
"spotify:track:2kO4aqu6WvFTmYWvWQ00RO","Philosopher King","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","7","219253","https://p.scdn.co/mp3-preview/56b7353fa278d3066409648ed773c9ac82f6b832?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.142","0.974","2","-3.147","0","0.111","0.00603","0","0.311","0.269","81.128","4"
"spotify:track:6ecYDSxw4kgBE8wYkMUWFQ","Here Comes The Winner","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","8","286800","https://p.scdn.co/mp3-preview/697419cc98badfbbcf2813d43d9ee4d53d9879d5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.404","0.98","11","-3.706","0","0.0912","0.0114","0","0.0701","0.276","175.055","3"
"spotify:track:6KBzWbLbsRGidBWosNRDia","Exposed","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","9","212080","https://p.scdn.co/mp3-preview/94366eb57cf19e7ce7bab2f6d7010ad60758894a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.375","0.872","0","-3.666","1","0.0483","0.242","0","0.234","0.504","175.111","4"
"spotify:track:6EGzKC0sQr7fAbCCumah8l","Betrayed By The Game","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","10","190426","https://p.scdn.co/mp3-preview/136675ac3f04a200a1de1613fc4877eb3191a4ec?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.339","0.974","7","-2.833","1","0.0851","0.00269","0","0.57","0.488","170.99","4"
"spotify:track:1B4UY3AHkFihZmowuofZfR","Petting Zoo Justice","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","11","207173","https://p.scdn.co/mp3-preview/55449963cc7d845995d6c87faba395453a873fb3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.344","0.956","11","-3.665","0","0.0698","0.00826","0","0.103","0.345","170.165","3"
"spotify:track:6m1njvWGl1t1YSczTG8Nu1","Chocolate Jackalope","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","12","230360","https://p.scdn.co/mp3-preview/a163f0552f4b19ceadce9d7e4b8f0e9c0ab0e0f7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.245","0.969","7","-3.975","0","0.126","0.0043","0","0.359","0.154","136.085","4"
"spotify:track:3QzhQ89DjOsDBjf79Fgpew","Man Of The Year","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","spotify:album:1FSVYIieMIpJCWjucTjrao","Mothership","spotify:artist:6guC9FqvlVboSKTI77NG2k","Dance Gavin Dance","2016-10-07","https://i.scdn.co/image/ab67616d0000b273209ec0e7aef2871a5a4c2f49","1","13","334400","https://p.scdn.co/mp3-preview/987277b1a00cc7d3e652e0b7f3c44168bbcbf5e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","","2016-10-17T01:37:11Z","metalcore,pixie,sacramento indie,screamo,swancore","0.193","0.931","4","-3.918","0","0.15","0.0614","0","0.13","0.223","179.935","3"
"spotify:track:0UvCUnNaAlLh7Fz8hZc1uY","Truths","spotify:artist:7zrkALJ9ayRjzysp4QYoEg, spotify:artist:69BMMZBDR4Mcvunul8Ij3q","Maribou State, Jimi Nxir","spotify:album:0vNUjEFd2eAGqXoPmCy2Fw","Truths","spotify:artist:7zrkALJ9ayRjzysp4QYoEg","Maribou State","2013-10-28","https://i.scdn.co/image/ab67616d0000b273d0f78e4738781e2584f63b17","1","4","256973","https://p.scdn.co/mp3-preview/7639eeb4337396210a3b241d2943f3891cbedbd0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","","2016-10-09T00:50:59Z","electronica,future garage,indie soul","0.694","0.37","4","-9.848","0","0.0383","0.331","0.0263","0.111","0.339","115.035","4"
"spotify:track:3hPQQLoF4w3tfe8ZliOs8v","Moon Circles","spotify:artist:7zrkALJ9ayRjzysp4QYoEg","Maribou State","spotify:album:0vNUjEFd2eAGqXoPmCy2Fw","Truths","spotify:artist:7zrkALJ9ayRjzysp4QYoEg","Maribou State","2013-10-28","https://i.scdn.co/image/ab67616d0000b273d0f78e4738781e2584f63b17","1","3","244093","https://p.scdn.co/mp3-preview/fb4d538b455566ae9aa72b544ba0fcabf785097a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","","2016-10-09T00:50:58Z","electronica,future garage,indie soul","0.786","0.725","11","-6.911","1","0.0485","0.121","0.805","0.163","0.716","119.988","4"
"spotify:track:4jwB25eTwMNal8spkjEG8O","Blue Sunday","spotify:artist:7zrkALJ9ayRjzysp4QYoEg","Maribou State","spotify:album:0vNUjEFd2eAGqXoPmCy2Fw","Truths","spotify:artist:7zrkALJ9ayRjzysp4QYoEg","Maribou State","2013-10-28","https://i.scdn.co/image/ab67616d0000b273d0f78e4738781e2584f63b17","1","1","344346","https://p.scdn.co/mp3-preview/26ba82839eef166729a0caa76e946c2a56d928b3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","","2016-10-09T00:50:58Z","electronica,future garage,indie soul","0.656","0.681","9","-10.079","0","0.0562","0.0127","0.828","0.0721","0.037","118.004","4"
"spotify:track:6JBNNY9C12lL8nYY4TIiVb","Hollow Grove","spotify:artist:7zrkALJ9ayRjzysp4QYoEg, spotify:artist:7ImrqgGNQfICLCcdLXhkoT","Maribou State, Nubiya Brandon","spotify:album:0vNUjEFd2eAGqXoPmCy2Fw","Truths","spotify:artist:7zrkALJ9ayRjzysp4QYoEg","Maribou State","2013-10-28","https://i.scdn.co/image/ab67616d0000b273d0f78e4738781e2584f63b17","1","2","308604","https://p.scdn.co/mp3-preview/65fa3f492f41f8eaffd096291c5052b56f1d284e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","","2016-10-09T00:50:57Z","electronica,future garage,indie soul","0.698","0.462","3","-8.893","0","0.0324","0.456","0.0532","0.098","0.143","120.03","4"
"spotify:track:6tJYNFYQ22BoMXdrZqbQ9d","bb (four missed texts)","spotify:artist:4yXRQkCMWWkfZSSTA2oKjU","Kid Froopy","spotify:album:0dnBP8ll84lLAmkhY5YYmK","bb (four missed texts)","spotify:artist:4yXRQkCMWWkfZSSTA2oKjU","Kid Froopy","2016-08-19","https://i.scdn.co/image/ab67616d0000b273fcd87fd2f2ba041b25a16294","1","1","244506","","false","0","","2016-09-29T04:50:00Z","","0.833","0.77","4","-6.54","1","0.0495","0.0558","0.0359","0.214","0.485","112.014","4"
"spotify:track:6hB7JOcY2Ptmo0WR6p0gkz","Our Fragment (feat. Missio)","spotify:artist:6cwRqYSDYwWsLveCcDRhyY, spotify:artist:2HOMW1liAxI3URnEq95SMS","Skrux, MISSIO","spotify:album:6PrOhLFuzmaHxItA3OCQz2","Our Fragment (feat. Missio)","spotify:artist:6cwRqYSDYwWsLveCcDRhyY","Skrux","2016-09-26","https://i.scdn.co/image/ab67616d0000b2734d6e8d312ff57da0b5fec7f2","1","1","245200","","false","0","","2016-09-27T20:08:03Z","chillstep,future bass,melodic dubstep,pop edm,alt z,electropop,indie poptimism,modern alternative rock,modern rock,rock","0.495","0.68","0","-8.138","1","0.0458","0.25","0.00000161","0.0823","0.147","150.061","4"
"spotify:track:1YkWIZn9Be7QjBtQq1oYyv","Alex","spotify:artist:1auEXVjtAE1Q22jdOmeYcq","Nicky Blitz","spotify:album:0hU92osknfny4rP6ponA3c","Alex","spotify:artist:1auEXVjtAE1Q22jdOmeYcq","Nicky Blitz","2014-05-28","https://i.scdn.co/image/ab67616d0000b273abd70d6202c2a899c57c9a60","1","1","190850","","false","0","","2016-09-15T07:22:09Z","","0.555","0.81","0","-5.456","1","0.0269","0.00736","0.0065","0.212","0.668","135.046","4"
"spotify:track:4uXDWsoGZXd39QP47NkGm5","Sleep On The Floor","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","1","211851","https://p.scdn.co/mp3-preview/f2e4ad78ce2b0e2c4524f89df29d865ef0dc81b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.389","0.431","7","-8.061","1","0.0344","0.249","0","0.13","0.275","142.14","4"
"spotify:track:0HP8e0rfD5dkxTYMPq3BF6","Ophelia","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","2","160097","https://p.scdn.co/mp3-preview/10d0d5dee8d899a8f422c358fdab81ab07fde44a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.664","0.573","5","-6.519","1","0.0277","0.613","0.000363","0.0857","0.566","76.023","4"
"spotify:track:3MvtzgklFDhOAC3lQJR09S","Cleopatra","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","3","201413","https://p.scdn.co/mp3-preview/b2166e408679e76c30bab4033e9042871e37863e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.536","0.775","8","-6.765","1","0.0394","0.228","0.000143","0.0947","0.485","151.393","4"
"spotify:track:6tUsVUZJojjWvcyBYQmwDC","Gun Song","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","4","216546","https://p.scdn.co/mp3-preview/6b291c53cbe8af4a2fbb54e1a29d67a9acb33e03?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.683","0.713","7","-5.512","1","0.025","0.294","0.0000247","0.0997","0.286","96.27","4"
"spotify:track:47F5yQvWvFHF574P4gFYGM","Angela","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","5","201785","https://p.scdn.co/mp3-preview/aee401a4eb3c8e1616c5c7435753ac966548f8a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.668","0.563","4","-8.23","1","0.0305","0.649","0.000347","0.11","0.289","130.366","4"
"spotify:track:4SUrUalzKg5jkvF0FCWxAS","In The Light","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","6","231867","https://p.scdn.co/mp3-preview/06b34c6ae92f6cd276d03bac4cf63b2acc6edd19?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.689","0.41","9","-9.629","1","0.0275","0.835","0.0276","0.1","0.248","97.725","4"
"spotify:track:5rCHluRq4hQTOB8A3IvgC9","Gale Song","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","7","193720","https://p.scdn.co/mp3-preview/c2586b4bccf3e0ff25e3bb5f3780d0693ae23c1d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.357","0.326","0","-8.441","1","0.0302","0.761","0.000132","0.104","0.181","176.53","3"
"spotify:track:75JB7iZtTAuDyNjGMc1wt1","Long Way From Home","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","8","152280","https://p.scdn.co/mp3-preview/e7431431f932968cec3bfe5cc978fa3b07bd384a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.528","0.416","9","-8.523","1","0.0305","0.691","0.000276","0.0953","0.184","99.868","5"
"spotify:track:2sJeUeuJSfbwI4xLF0wGD7","Sick In The Head","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","9","151466","https://p.scdn.co/mp3-preview/fa25f10143adbd0eb94bed97c651ec04fea478e2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.605","0.361","7","-11.787","1","0.0303","0.787","0.0718","0.339","0.398","124.087","4"
"spotify:track:2AcyGDZJq3VK1grGodZShK","My Eyes","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","10","216600","https://p.scdn.co/mp3-preview/7a3a93eb8410cedff67e10dbe53b87cf189e8e98?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.435","0.309","4","-8.337","1","0.0309","0.852","0.0000263","0.113","0.0831","93.871","3"
"spotify:track:5xxqxlolNTVsPwSqaltfZm","Patience","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","11","97051","https://p.scdn.co/mp3-preview/0bd2729dece239dad4a47bde2d1ebf2aff640063?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.477","0.236","4","-16.991","1","0.0458","0.973","0.922","0.108","0.0982","138.361","3"
"spotify:track:3CuscN8itbT86pQFKQMIk7","Where The Skies Are Blue","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","12","140120","https://p.scdn.co/mp3-preview/38f17f4861fde5c7a8693b74c262cfba85c38172?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.569","0.477","9","-6.577","1","0.0277","0.861","0.000485","0.0644","0.552","132.423","4"
"spotify:track:5mqbBZg2HeMvgMYfeGRGRM","Everyone Requires A Plan","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","13","160560","https://p.scdn.co/mp3-preview/62cb46ec066278efa8ba0922ef33c25ddd011aba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.585","0.0769","9","-11.618","1","0.0389","0.947","0.0255","0.141","0.132","75.908","4"
"spotify:track:0omH6Dbw21O4Hw46cTbMBF","White Lie","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","14","195082","https://p.scdn.co/mp3-preview/83f3f2cfb8061dd4ffae4f9b6e28e6f9488ac8d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.632","0.284","8","-9.319","1","0.0315","0.792","0.000704","0.109","0.167","79.024","5"
"spotify:track:7nGdKeoT57MXiqSrIzYsm6","Cleopatra (Acoustic Demo)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","spotify:album:5fY8mYgYGkyaJ9XvVOzVQA","Cleopatra (Deluxe)","spotify:artist:16oZKvXb6WkQlVAjwo2Wbg","The Lumineers","2016-04-08","https://i.scdn.co/image/ab67616d0000b273421f72b3abfd54e580d277f8","1","15","288349","https://p.scdn.co/mp3-preview/9f9cd57c46942c4fc0b18758fa6686bc7333e7a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","","2016-09-15T03:26:23Z","folk-pop,pop,pop rock,stomp and holler","0.493","0.307","8","-7.843","1","0.0509","0.851","0.0000526","0.179","0.335","75.801","4"
